Gene,Sample,Habitat,Group
DAJGEN010000058.1_29,GCA_025281855.1_PDT001421600.1_genomic,Soil,GroupF
DAJGES010000018.1_86,GCA_025281955.1_PDT001421592.1_genomic,Soil,GroupF
DAJGEP010000077.1_5,GCA_025281975.1_PDT001421589.1_genomic,Soil,GroupF
DAJGET010000015.1_100,GCA_025282015.1_PDT001421591.1_genomic,Soil,GroupF
DAJGEW010000017.1_29,GCA_025282055.1_PDT001421588.1_genomic,Soil,GroupF
DAJGEU010000044.1_4,GCA_025282085.1_PDT001421587.1_genomic,Soil,GroupF
DAJGEX010000037.1_4,GCA_025282115.1_PDT001421585.1_genomic,Soil,GroupF
DAJGEY010000078.1_5,GCA_025282135.1_PDT001421584.1_genomic,Soil,GroupF
DAJGEZ010000008.1_178,GCA_025282155.1_PDT001421583.1_genomic,Soil,GroupF
DAJGFC010000018.1_6,GCA_025282175.1_PDT001421581.1_genomic,Soil,GroupF
DAJGFG010000005.1_177,GCA_025282195.1_PDT001421578.1_genomic,Soil,GroupF
DAJGFD010000035.1_5,GCA_025282215.1_PDT001421580.1_genomic,Soil,GroupF
DAJGFA010000041.1_4,GCA_025282235.1_PDT001421582.1_genomic,Soil,GroupF
DAJGFF010000003.1_178,GCA_025282255.1_PDT001421577.1_genomic,Soil,GroupF
DAJGFL010000105.1_6,GCA_025282275.1_PDT001421573.1_genomic,Soil,GroupF
DAJGFI010000012.1_14,GCA_025282295.1_PDT001421576.1_genomic,Soil,GroupF
DAJGFJ010000045.1_4,GCA_025282315.1_PDT001421575.1_genomic,Soil,GroupF
DAJGFK010000083.1_5,GCA_025282335.1_PDT001421574.1_genomic,Soil,GroupF
DAJGFM010000013.1_28,GCA_025282355.1_PDT001421572.1_genomic,Soil,GroupF
DAJGFN010000055.1_6,GCA_025282375.1_PDT001421571.1_genomic,Soil,GroupF
DAJGFO010000041.1_6,GCA_025282395.1_PDT001421569.1_genomic,Soil,GroupF
DAJGFP010000004.1_179,GCA_025282415.1_PDT001421570.1_genomic,Soil,GroupF
DAJGFB010000052.1_5,GCA_025282455.1_PDT001421567.1_genomic,Soil,GroupF
DAJGFE010000023.1_5,GCA_025282475.1_PDT001421566.1_genomic,Soil,GroupF
DAJGFH010000025.1_5,GCA_025282495.1_PDT001421565.1_genomic,Soil,GroupF
DAJGFS010000001.1_85,GCA_025282515.1_PDT001421563.1_genomic,Soil,GroupF
DAJGFR010000041.1_5,GCA_025282535.1_PDT001421564.1_genomic,Soil,GroupF
DAJGFU010000178.1_5,GCA_025282555.1_PDT001421561.1_genomic,Soil,GroupF
DAJGFV010000009.1_180,GCA_025282575.1_PDT001421560.1_genomic,Soil,GroupF
DAJGFT010000009.1_98,GCA_025282595.1_PDT001421562.1_genomic,Soil,GroupF
DAJGFY010000040.1_35,GCA_025282615.1_PDT001421557.1_genomic,Soil,GroupF
DAJGFW010000018.1_5,GCA_025282635.1_PDT001421559.1_genomic,Soil,GroupF
DAJGFX010000003.1_178,GCA_025282655.1_PDT001421558.1_genomic,Soil,GroupF
DAJGGA010000071.1_6,GCA_025282675.1_PDT001421555.1_genomic,Soil,GroupF
DAJGGB010000114.1_5,GCA_025282715.1_PDT001421554.1_genomic,Soil,GroupF
DAJGGD010000080.1_5,GCA_025282735.1_PDT001421552.1_genomic,Soil,GroupF
DAJGGC010000031.1_4,GCA_025282755.1_PDT001421553.1_genomic,Soil,GroupF
DAJGGE010000005.1_120,GCA_025282795.1_PDT001421551.1_genomic,Soil,GroupF
DAJGGG010000077.1_6,GCA_025282815.1_PDT001421549.1_genomic,Soil,GroupF
DAJGGH010000002.1_180,GCA_025282835.1_PDT001421548.1_genomic,Soil,GroupF
DAJGGI010000004.1_178,GCA_025282855.1_PDT001421547.1_genomic,Soil,GroupF
DAJGGJ010000003.1_178,GCA_025282895.1_PDT001421546.1_genomic,Soil,GroupF
DAJGGL010000073.1_4,GCA_025282935.1_PDT001421542.1_genomic,Soil,GroupF
DAJGGO010000034.1_50,GCA_025282955.1_PDT001421538.1_genomic,Soil,GroupF
DAJGGM010000006.1_147,GCA_025282975.1_PDT001421541.1_genomic,Soil,GroupF
DAJGGP010000101.1_5,GCA_025282995.1_PDT001421537.1_genomic,Soil,GroupF
DAJGGR010000076.1_6,GCA_025283015.1_PDT001421535.1_genomic,Soil,GroupF
DAJGGQ010000042.1_5,GCA_025283035.1_PDT001421536.1_genomic,Soil,GroupF
DAJGGT010000048.1_22,GCA_025283065.1_PDT001421533.1_genomic,Soil,GroupF
DAJGGS010000001.1_79,GCA_025283085.1_PDT001421534.1_genomic,Soil,GroupF
DAJGGU010000016.1_89,GCA_025283105.1_PDT001421532.1_genomic,Soil,GroupF
DAJGGV010000039.1_5,GCA_025283135.1_PDT001421531.1_genomic,Soil,GroupF
DAJGGX010000008.1_84,GCA_025283215.1_PDT001421527.1_genomic,Soil,GroupF
DAJGHY010000018.1_60,GCA_025283535.1_PDT001421505.1_genomic,Soil,GroupF
DAJGHT010000006.1_118,GCA_025283755.1_PDT001421493.1_genomic,Soil,GroupF
DAJGIJ010000004.1_103,GCA_025283955.1_PDT001421481.1_genomic,Soil,GroupF
DAJGIZ010000169.1_5,GCA_025284215.1_PDT001421466.1_genomic,Soil,GroupF
DAJGIS010000025.1_47,GCA_025284235.1_PDT001421457.1_genomic,Soil,GroupF
DAJGIT010000029.1_5,GCA_025284255.1_PDT001421451.1_genomic,Soil,GroupF
DAJMPH010000010.1_173,GCA_025590485.1_PDT001443073.1_genomic,Soil,GroupF
DAJMPP010000026.1_18,GCA_025591035.1_PDT001443069.1_genomic,Soil,GroupF
DAJMPS010000031.1_29,GCA_025591075.1_PDT001443067.1_genomic,Soil,GroupD
DAJMQA010000007.1_180,GCA_025591655.1_PDT001443077.1_genomic,Soil,GroupF
DAJMQO010000029.1_5,GCA_025592845.1_PDT001443075.1_genomic,Soil,GroupD
JAOWSK010000005.1_10,GCA_025750775.1_ASM2575077v1_genomic,Soil,GroupE
JAOWSQ010000039.1_29,GCA_025750815.1_ASM2575081v1_genomic,Soil,GroupF
JAOWRX010000037.1_177,GCA_025750835.1_ASM2575083v1_genomic,Soil,GroupE
JAOWRR010000034.1_6,GCA_025750845.1_ASM2575084v1_genomic,Soil,GroupF
JAOWRP010000168.1_11,GCA_025750935.1_ASM2575093v1_genomic,Soil,GroupF
JAOWSH010000019.1_179,GCA_025751035.1_ASM2575103v1_genomic,Soil,GroupE
JAOWRQ010000078.1_4,GCA_025751095.1_ASM2575109v1_genomic,Soil,GroupF
JAOWRS010000081.1_3,GCA_025751115.1_ASM2575111v1_genomic,Soil,GroupF
JAOWRY010000044.1_30,GCA_025751135.1_ASM2575113v1_genomic,Soil,GroupE
JAOWSA010000021.1_87,GCA_025751155.1_ASM2575115v1_genomic,Soil,GroupE
JAOWRZ010000064.1_4,GCA_025751235.1_ASM2575123v1_genomic,Soil,GroupE
JAOWRU010000022.1_172,GCA_025751255.1_ASM2575125v1_genomic,Soil,GroupE
JAOWSP010000001.1_6,GCA_025751315.1_ASM2575131v1_genomic,Soil,GroupF
JAOWSB010000021.1_175,GCA_025751335.1_ASM2575133v1_genomic,Soil,GroupE
JAOWSC010000076.1_30,GCA_025751355.1_ASM2575135v1_genomic,Soil,GroupE
JAOWSD010000107.1_5,GCA_025751375.1_ASM2575137v1_genomic,Soil,GroupE
JAOWSG010000060.1_6,GCA_025751445.1_ASM2575144v1_genomic,Soil,GroupE
JAOWST010000054.1_6,GCA_025754055.1_ASM2575405v1_genomic,Soil,GroupF
JAOWSS010000058.1_32,GCA_025754075.1_ASM2575407v1_genomic,Soil,GroupF
JAOWSO010000002.1_179,GCA_025754115.1_ASM2575411v1_genomic,Soil,GroupF
JAOWSU010000028.1_6,GCA_025754135.1_ASM2575413v1_genomic,Soil,GroupF
JAOWSW010000007.1_5,GCA_025754145.1_ASM2575414v1_genomic,Soil,GroupF
JAOWSX010000015.1_6,GCA_025754155.1_ASM2575415v1_genomic,Soil,GroupF
DAJPHW010000014.1_101,GCA_025818275.1_PDT001462009.1_genomic,Soil,GroupF
DAJPHV010000015.1_101,GCA_025818295.1_PDT001462011.1_genomic,Soil,GroupF
DAJPHX010000037.1_6,GCA_025818335.1_PDT001462008.1_genomic,Soil,GroupF
DAJPHY010000037.1_6,GCA_025818355.1_PDT001462007.1_genomic,Soil,GroupF
DAJPIA010000036.1_5,GCA_025818375.1_PDT001462005.1_genomic,Soil,GroupF
DAJPIC010000018.1_27,GCA_025818395.1_PDT001461994.1_genomic,Soil,GroupF
DAJPIB010000015.1_101,GCA_025818415.1_PDT001461999.1_genomic,Soil,GroupF
DAJPID010000085.1_5,GCA_025818455.1_PDT001462010.1_genomic,Soil,GroupF
DAJPIF010000042.1_5,GCA_025818495.1_PDT001462003.1_genomic,Soil,GroupF
DAJPIH010000008.1_187,GCA_025818515.1_PDT001462001.1_genomic,Soil,GroupF
DAJPII010000034.1_47,GCA_025818535.1_PDT001462000.1_genomic,Soil,GroupF
DAJPIJ010000007.1_209,GCA_025818555.1_PDT001461998.1_genomic,Soil,GroupF
DAJPIL010000034.1_5,GCA_025818595.1_PDT001461996.1_genomic,Soil,GroupF
DAJPIM010000019.1_27,GCA_025818615.1_PDT001461995.1_genomic,Soil,GroupF
DAJPIO010000014.1_95,GCA_025818715.1_PDT001461993.1_genomic,Soil,GroupF
DAJPIN010000020.1_27,GCA_025818745.1_PDT001461992.1_genomic,Soil,GroupF
DAJPIP010000039.1_5,GCA_025818845.1_PDT001461991.1_genomic,Soil,GroupF
DAJPIR010000039.1_6,GCA_025818895.1_PDT001461989.1_genomic,Soil,GroupF
DAJPIU010000015.1_101,GCA_025818915.1_PDT001461986.1_genomic,Soil,GroupF
DAJPIV010000039.1_6,GCA_025818985.1_PDT001461985.1_genomic,Soil,GroupF
DAJPIT010000015.1_101,GCA_025819005.1_PDT001461987.1_genomic,Soil,GroupF
DAJQYH010000004.1_198,GCA_025887745.1_PDT001469281.1_genomic,Soil,GroupF
DAJQYI010000029.1_57,GCA_025887825.1_PDT001469271.1_genomic,Soil,GroupF
DAJRDZ010000062.1_6,GCA_025892795.1_PDT001469208.1_genomic,Soil,GroupF
JAPCKF010000001.1_201,GCA_025909775.1_ASM2590977v1_genomic,Soil,GroupF
JAPCKC010000001.1_194,GCA_025909795.1_ASM2590979v1_genomic,Soil,GroupF
JAPCJY010000045.1_18,GCA_025909875.1_ASM2590987v1_genomic,Soil,GroupF
JAPCJX010000013.1_6,GCA_025909905.1_ASM2590990v1_genomic,Soil,GroupF
JAPCKB010000001.1_4095,GCA_025909955.1_ASM2590995v1_genomic,Soil,GroupF
ABJFNJ010000003.1_82,GCA_026066855.1_PDT001475882.1_genomic,Soil,GroupA
ABJFNU010000003.1_82,GCA_026067055.1_PDT001475871.1_genomic,Soil,GroupA
ABJFOW010000003.1_82,GCA_026067655.1_PDT001475843.1_genomic,Soil,GroupA
ABJFPE010000003.1_82,GCA_026067795.1_PDT001475835.1_genomic,Soil,GroupA
DAJVEU010000011.1_98,GCA_026083315.1_PDT001421928.1_genomic,Soil,GroupF
DAJVET010000003.1_178,GCA_026083335.1_PDT001421959.1_genomic,Soil,GroupF
DAJVEV010000079.1_6,GCA_026083355.1_PDT001421917.1_genomic,Soil,GroupF
DAJVEY010000041.1_5,GCA_026083375.1_PDT001421882.1_genomic,Soil,GroupF
DAJVEW010000004.1_180,GCA_026083385.1_PDT001421910.1_genomic,Soil,GroupF
DAJVEX010000106.1_4,GCA_026083435.1_PDT001421905.1_genomic,Soil,GroupF
ABJJAQ010000002.1_6,GCA_026165325.1_PDT001484551.1_genomic,Soil,GroupE
ABJPUQ010000003.1_82,GCA_026577045.1_PDT001507172.1_genomic,Soil,GroupB
DAKUSS010000018.1_40,GCA_026781175.1_PDT001519541.1_genomic,Soil,GroupE
DAKUTO010000036.1_40,GCA_026784405.1_PDT001519545.1_genomic,Soil,GroupE
JAPQOF010000009.1_172,GCA_026800195.1_ASM2680019v1_genomic,Soil,GroupE
JAPQOH010000094.1_11,GCA_026800215.1_ASM2680021v1_genomic,Soil,GroupE
JAPQOG010000055.1_5,GCA_026800235.1_ASM2680023v1_genomic,Soil,GroupE
JAPQOK010000050.1_26,GCA_026800245.1_ASM2680024v1_genomic,Soil,GroupE
JAPQOI010000094.1_5,GCA_026800265.1_ASM2680026v1_genomic,Soil,GroupE
JAPQOJ010000049.1_5,GCA_026800295.1_ASM2680029v1_genomic,Soil,GroupE
JAPQOL010000033.1_5,GCA_026800315.1_ASM2680031v1_genomic,Soil,GroupE
JAPQOO010000063.1_5,GCA_026800335.1_ASM2680033v1_genomic,Soil,GroupE
JAPQON010000035.1_3,GCA_026800355.1_ASM2680035v1_genomic,Soil,GroupE
JAPQOP010000035.1_3,GCA_026800395.1_ASM2680039v1_genomic,Soil,GroupE
JAPQOR010000034.1_3,GCA_026800435.1_ASM2680043v1_genomic,Soil,GroupE
JAPQOS010000024.1_5,GCA_026800455.1_ASM2680045v1_genomic,Soil,GroupE
JAPQOU010000016.1_56,GCA_026800475.1_ASM2680047v1_genomic,Soil,GroupE
JAPQOV010000015.1_56,GCA_026800495.1_ASM2680049v1_genomic,Soil,GroupE
JAPQOW010000063.1_11,GCA_026800515.1_ASM2680051v1_genomic,Soil,GroupE
JAPQOY010000063.1_11,GCA_026800535.1_ASM2680053v1_genomic,Soil,GroupE
JAPQOQ010000015.1_56,GCA_026800555.1_ASM2680055v1_genomic,Soil,GroupE
JAPQOZ010000047.1_5,GCA_026800585.1_ASM2680058v1_genomic,Soil,GroupE
JAPQPA010000045.1_28,GCA_026800615.1_ASM2680061v1_genomic,Soil,GroupE
JAPQPB010000045.1_28,GCA_026800635.1_ASM2680063v1_genomic,Soil,GroupE
JAPQPE010000009.1_172,GCA_026800655.1_ASM2680065v1_genomic,Soil,GroupE
JAPQPD010000062.1_11,GCA_026800665.1_ASM2680066v1_genomic,Soil,GroupE
JAPQPG010000062.1_5,GCA_026800705.1_ASM2680070v1_genomic,Soil,GroupE
JAPQPH010000009.1_172,GCA_026800735.1_ASM2680073v1_genomic,Soil,GroupE
JAPQPK010000056.1_5,GCA_026800805.1_ASM2680080v1_genomic,Soil,GroupE
JAPQPL010000095.1_11,GCA_026800835.1_ASM2680083v1_genomic,Soil,GroupE
JAPQPN010000020.1_44,GCA_026800855.1_ASM2680085v1_genomic,Soil,GroupE
JAPQPP010000050.1_5,GCA_026800895.1_ASM2680089v1_genomic,Soil,GroupE
JAPQPR010000063.1_11,GCA_026800915.1_ASM2680091v1_genomic,Soil,GroupE
JAPQPQ010000052.1_27,GCA_026800925.1_ASM2680092v1_genomic,Soil,GroupE
JAPQPS010000021.1_37,GCA_026800955.1_ASM2680095v1_genomic,Soil,GroupE
JAPQPU010000020.1_44,GCA_026800995.1_ASM2680099v1_genomic,Soil,GroupE
JAPQPT010000047.1_5,GCA_026801005.1_ASM2680100v1_genomic,Soil,GroupE
JAPQPX010000047.1_5,GCA_026801065.1_ASM2680106v1_genomic,Soil,GroupE
JAPQQA010000020.1_43,GCA_026801095.1_ASM2680109v1_genomic,Soil,GroupE
JAPQPY010000014.1_56,GCA_026801105.1_ASM2680110v1_genomic,Soil,GroupE
JAPQQC010000014.1_56,GCA_026801175.1_ASM2680117v1_genomic,Soil,GroupE
JAPQQD010000016.1_56,GCA_026801185.1_ASM2680118v1_genomic,Soil,GroupE
JAPQQI010000042.1_6,GCA_026801275.1_ASM2680127v1_genomic,Soil,GroupE
JAPQQJ010000029.1_5,GCA_026801295.1_ASM2680129v1_genomic,Soil,GroupE
DALPOR010000045.1_5,GCA_027242725.1_PDT001542318.1_genomic,Soil,GroupF
JAPXEX010000001.1_214,GCA_027271405.1_ASM2727140v1_genomic,Soil,GroupF
JAPXEY010000002.1_245,GCA_027271435.1_ASM2727143v1_genomic,Soil,GroupE
JAPXDS010000001.1_187,GCA_027273535.1_ASM2727353v1_genomic,Soil,GroupF
JAPXDF010000001.1_4243,GCA_027273585.1_ASM2727358v1_genomic,Soil,GroupF
JAPXCQ010000001.1_2694,GCA_027273645.1_ASM2727364v1_genomic,Soil,GroupF
JAPXCM010000002.1_357,GCA_027273905.1_ASM2727390v1_genomic,Soil,GroupF
JAPXCJ010000001.1_1519,GCA_027273965.1_ASM2727396v1_genomic,Soil,GroupF
JAPXCA010000002.1_6,GCA_027273995.1_ASM2727399v1_genomic,Soil,GroupF
JAPXCG010000001.1_3911,GCA_027274035.1_ASM2727403v1_genomic,Soil,GroupF
JAPXCF010000001.1_4243,GCA_027274045.1_ASM2727404v1_genomic,Soil,GroupF
JAPXES010000001.1_4441,GCA_027274165.1_ASM2727416v1_genomic,Soil,GroupE
JAPXEG010000002.1_636,GCA_027274195.1_ASM2727419v1_genomic,Soil,GroupE
JAPXEQ010000001.1_2823,GCA_027274225.1_ASM2727422v1_genomic,Soil,GroupF
JAPXEP010000001.1_4184,GCA_027274325.1_ASM2727432v1_genomic,Soil,GroupF
JAPXEI010000001.1_1000,GCA_027274415.1_ASM2727441v1_genomic,Soil,GroupF
JAPXBW010000001.1_1237,GCA_027274455.1_ASM2727445v1_genomic,Soil,GroupF
JAPXBP010000002.1_603,GCA_027274525.1_ASM2727452v1_genomic,Soil,GroupF
JAPXCV010000001.1_214,GCA_027274845.1_ASM2727484v1_genomic,Soil,GroupF
JAPXDB010000001.1_4440,GCA_027274895.1_ASM2727489v1_genomic,Soil,GroupF
JAPXED010000001.1_4849,GCA_027275025.1_ASM2727502v1_genomic,Soil,GroupF
JAPXDN010000001.1_3096,GCA_027275065.1_ASM2727506v1_genomic,Soil,GroupF
JAPXEC010000003.1_175,GCA_027275085.1_ASM2727508v1_genomic,Soil,GroupF
JAPXDT010000001.1_3076,GCA_027275395.1_ASM2727539v1_genomic,Soil,GroupF
JAPWZZ010000001.1_608,GCA_027275705.1_ASM2727570v1_genomic,Soil,GroupF
JAPWZP010000002.1_1217,GCA_027275825.1_ASM2727582v1_genomic,Soil,GroupF
JAPWZO010000002.1_471,GCA_027275885.1_ASM2727588v1_genomic,Soil,GroupF
JAPWYS010000001.1_1507,GCA_027275925.1_ASM2727592v1_genomic,Soil,GroupE
JAPWZN010000001.1_1873,GCA_027275945.1_ASM2727594v1_genomic,Soil,GroupF
JAPWYT010000001.1_1928,GCA_027276065.1_ASM2727606v1_genomic,Soil,GroupF
JAPWYY010000001.1_3276,GCA_027276225.1_ASM2727622v1_genomic,Soil,GroupF
JAPWYW010000001.1_632,GCA_027276295.1_ASM2727629v1_genomic,Soil,GroupF
JAPXCH010000001.1_4405,GCA_027276345.1_ASM2727634v1_genomic,Soil,GroupF
JAPXBA010000001.1_289,GCA_027276445.1_ASM2727644v1_genomic,Soil,GroupF
JAPXBB010000001.1_2102,GCA_027276475.1_ASM2727647v1_genomic,Soil,GroupF
JAPXAR010000020.1_6,GCA_027276625.1_ASM2727662v1_genomic,Soil,GroupF
JAPWYJ010000001.1_4438,GCA_027278145.1_ASM2727814v1_genomic,Soil,GroupE
JAPWYD010000001.1_3192,GCA_027278265.1_ASM2727826v1_genomic,Soil,GroupF
JAPWYA010000001.1_214,GCA_027278395.1_ASM2727839v1_genomic,Soil,GroupF
JAPWXM010000001.1_1782,GCA_027278635.1_ASM2727863v1_genomic,Soil,GroupF
JAPWXK010000002.1_1117,GCA_027278705.1_ASM2727870v1_genomic,Soil,GroupF
JAPWWZ010000001.1_4187,GCA_027278805.1_ASM2727880v1_genomic,Soil,GroupF
JAPWXE010000001.1_1152,GCA_027278885.1_ASM2727888v1_genomic,Soil,GroupE
JAPWWQ010000001.1_4020,GCA_027278895.1_ASM2727889v1_genomic,Soil,GroupF
JAPWWK010000001.1_200,GCA_027279185.1_ASM2727918v1_genomic,Soil,GroupF
JAPWWG010000001.1_5154,GCA_027279245.1_ASM2727924v1_genomic,Soil,GroupF
JAPWWE010000001.1_4758,GCA_027279395.1_ASM2727939v1_genomic,Soil,GroupF
JAPWVX010000002.1_722,GCA_027279465.1_ASM2727946v1_genomic,Soil,GroupF
JAPWVO010000001.1_2347,GCA_027279565.1_ASM2727956v1_genomic,Soil,GroupE
CP115173.1_211,GCA_027594665.1_ASM2759466v1_genomic,Soil,GroupF
ABKOXN010000004.1_84,GCA_028601485.1_PDT001612905.1_genomic,Soil,GroupB
ABKOYH010000005.1_6,GCA_028601905.1_PDT001612885.1_genomic,Soil,GroupB
ABKOYL010000003.1_83,GCA_028601945.1_PDT001612882.1_genomic,Soil,GroupB
ABKOYK010000004.1_84,GCA_028601965.1_PDT001612881.1_genomic,Soil,GroupB
ABKPAH010000002.1_83,GCA_028602965.1_PDT001612828.1_genomic,Soil,GroupB
DANIXH010000024.1_38,GCA_028670735.1_PDT001617398.1_genomic,Soil,GroupF
DANIZH010000029.1_32,GCA_028672105.1_PDT001617371.1_genomic,Soil,GroupE
DANIZJ010000005.1_174,GCA_028672565.1_PDT001617410.1_genomic,Soil,GroupE
DANJCB010000017.1_57,GCA_028755145.1_PDT001636848.1_genomic,Soil,GroupE
DANJCD010000035.1_5,GCA_028755185.1_PDT001636841.1_genomic,Soil,GroupE
DANJCE010000003.1_88,GCA_028755295.1_PDT001636838.1_genomic,Soil,GroupE
DANJCS010000031.1_52,GCA_028759085.1_PDT001636846.1_genomic,Soil,GroupE
DANJCR010000024.1_47,GCA_028759105.1_PDT001636844.1_genomic,Soil,GroupE
DANJCW010000007.1_177,GCA_028760645.1_PDT001636852.1_genomic,Soil,GroupE
DANJCV010000002.1_181,GCA_028760665.1_PDT001636849.1_genomic,Soil,GroupE
DANJCY010000026.1_27,GCA_028760705.1_PDT001636834.1_genomic,Soil,GroupE
DANJCX010000032.1_5,GCA_028760725.1_PDT001636847.1_genomic,Soil,GroupE
DANJDB010000008.1_177,GCA_028761205.1_PDT001636850.1_genomic,Soil,GroupE
DANJDF010000024.1_24,GCA_028761225.1_PDT001636842.1_genomic,Soil,GroupE
DANJDC010000022.1_47,GCA_028761245.1_PDT001636845.1_genomic,Soil,GroupE
DANJDE010000004.1_177,GCA_028761265.1_PDT001636843.1_genomic,Soil,GroupE
DANJDG010000025.1_30,GCA_028761295.1_PDT001636837.1_genomic,Soil,GroupE
DANJDK010000002.1_209,GCA_028761615.1_PDT001636851.1_genomic,Soil,GroupE
DANJGM010000024.1_47,GCA_028764485.1_PDT001636839.1_genomic,Soil,GroupE
DANNGP010000002.1_180,GCA_028862575.1_PDT001642417.1_genomic,Soil,GroupE
DANNGZ010000022.1_5,GCA_028862955.1_PDT001642418.1_genomic,Soil,GroupF
DANNHA010000051.1_6,GCA_028862975.1_PDT001642415.1_genomic,Soil,GroupE
DANNVM010000009.1_141,GCA_028922185.1_PDT001649545.1_genomic,Soil,GroupE
DANNXO010000008.1_180,GCA_028923585.1_PDT001649544.1_genomic,Soil,GroupE
ABLBXK010000105.1_5,GCA_029284115.1_PDT001662725.1_genomic,Soil,GroupE
ABLBXN010000102.1_5,GCA_029284135.1_PDT001662719.1_genomic,Soil,GroupE
DAODFB010000035.1_5,GCA_029468525.1_PDT001673825.1_genomic,Soil,GroupF
DAODGA010000007.1_200,GCA_029469445.1_PDT001673851.1_genomic,Soil,GroupF
DAODJG010000062.1_5,GCA_029471305.1_PDT001673695.1_genomic,Soil,GroupF
DAODLC010000005.1_209,GCA_029472625.1_PDT001673969.1_genomic,Soil,GroupF
DAODMP010000003.1_180,GCA_029473545.1_PDT001673810.1_genomic,Soil,GroupF
DAODOW010000006.1_184,GCA_029474945.1_PDT001673671.1_genomic,Soil,GroupF
DAODPB010000012.1_178,GCA_029475045.1_PDT001673654.1_genomic,Soil,GroupF
DAODSU010000034.1_5,GCA_029478185.1_PDT001673826.1_genomic,Soil,GroupF
DAODWE010000047.1_5,GCA_029483225.1_PDT001673946.1_genomic,Soil,GroupF
DAODWG010000033.1_5,GCA_029483325.1_PDT001673926.1_genomic,Soil,GroupF
DAODXM010000035.1_29,GCA_029485665.1_PDT001673809.1_genomic,Soil,GroupF
ABLHOO010000107.1_4,GCA_029515215.1_PDT001675755.1_genomic,Soil,GroupE
ABLHOP010000075.1_9,GCA_029515235.1_PDT001675754.1_genomic,Soil,GroupE
ABLHOV010000046.1_4,GCA_029515375.1_PDT001675741.1_genomic,Soil,GroupE
ABLHQX010000096.1_5,GCA_029516535.1_PDT001675760.1_genomic,Soil,GroupE
ABLHVI010000047.1_26,GCA_029518935.1_PDT001676119.1_genomic,Soil,GroupE
DAOEZW010000008.1_178,GCA_029583185.1_PDT001678478.1_genomic,Soil,GroupE
DAOEZX010000008.1_184,GCA_029583215.1_PDT001678477.1_genomic,Soil,GroupE
DAOFCB010000034.1_5,GCA_029584345.1_PDT001678479.1_genomic,Soil,GroupE
DAOFSM010000005.1_178,GCA_029622505.1_PDT001682809.1_genomic,Soil,GroupE
DAOFSS010000006.1_180,GCA_029622895.1_PDT001682808.1_genomic,Soil,GroupE
CP099208.1_239,GCA_029715185.1_ASM2971518v1_genomic,Soil,GroupF
CP099209.1_207,GCA_029715205.1_ASM2971520v1_genomic,Soil,GroupF
CP099213.1_209,GCA_029715845.1_ASM2971584v1_genomic,Soil,GroupD
CP099220.1_3033,GCA_029716685.1_ASM2971668v1_genomic,Soil,GroupD
CP099255.1_2947,GCA_029717505.1_ASM2971750v1_genomic,Soil,GroupD
CP099258.1_206,GCA_029717525.1_ASM2971752v1_genomic,Soil,GroupD
CP099270.1_204,GCA_029717685.1_ASM2971768v1_genomic,Soil,GroupF
CP099275.1_2928,GCA_029717725.1_ASM2971772v1_genomic,Soil,GroupF
CP099281.1_2996,GCA_029717785.1_ASM2971778v1_genomic,Soil,GroupF
CP099136.1_2938,GCA_029718085.1_ASM2971808v1_genomic,Soil,GroupF
CP099138.1_198,GCA_029718115.1_ASM2971811v1_genomic,Soil,GroupF
CP099142.1_209,GCA_029718155.1_ASM2971815v1_genomic,Soil,GroupF
CP099147.1_209,GCA_029718185.1_ASM2971818v1_genomic,Soil,GroupF
CP099178.1_2784,GCA_029718485.1_ASM2971848v1_genomic,Soil,GroupF
CP099179.1_2784,GCA_029718505.1_ASM2971850v1_genomic,Soil,GroupF
CP099205.1_194,GCA_029718805.1_ASM2971880v1_genomic,Soil,GroupF
CP099207.1_213,GCA_029718825.1_ASM2971882v1_genomic,Soil,GroupF
CP099068.1_237,GCA_029718845.1_ASM2971884v1_genomic,Soil,GroupF
CP099114.1_226,GCA_029719245.1_ASM2971924v1_genomic,Soil,GroupF
CP099118.1_3016,GCA_029719285.1_ASM2971928v1_genomic,Soil,GroupF
CP099120.1_213,GCA_029719305.1_ASM2971930v1_genomic,Soil,GroupF
CP099121.1_4052,GCA_029719325.1_ASM2971932v1_genomic,Soil,GroupF
CP099123.1_204,GCA_029719345.1_ASM2971934v1_genomic,Soil,GroupF
CP099008.1_202,GCA_029719545.1_ASM2971954v1_genomic,Soil,GroupF
CP099010.1_203,GCA_029719565.1_ASM2971956v1_genomic,Soil,GroupF
CP099059.1_237,GCA_029720045.1_ASM2972004v1_genomic,Soil,GroupF
CP099062.1_237,GCA_029720065.1_ASM2972006v1_genomic,Soil,GroupF
CP099065.1_237,GCA_029720085.1_ASM2972008v1_genomic,Soil,GroupF
CP098927.1_4452,GCA_029720895.1_ASM2972089v1_genomic,Soil,GroupF
CP098929.1_3018,GCA_029720955.1_ASM2972095v1_genomic,Soil,GroupF
DAOKLY010000035.1_5,GCA_029829335.1_PDT001691684.1_genomic,Soil,GroupF
CP104851.1_234,GCA_029909715.1_ASM2990971v1_genomic,Soil,GroupF
CP128594.1_204,GCA_030384725.1_ASM3038472v1_genomic,Soil,GroupE
CP128584.1_4082,GCA_030384765.1_ASM3038476v1_genomic,Soil,GroupF
ABLQWQ010000004.1_180,GCA_030893165.1_PDT001695578.1_genomic,Soil,GroupB
